"query_seq","Nhits","N_taxid_all","beste","Nhits_beste","N_taxid_beste","LCA_name_all","LCA_rank_all","LCA_id_all","LCA_name_beste","LCA_rank_beste","LCA_id_beste","class_all","order_all","family_all","class_beste","order_beste","family_beste","query_abundance"
"DUP_1448;size=4167",1,1,1.36e-32,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",4167
"DUP_14494;size=214",2,2,2.19e-30,1,1,"Placida","genus","71496","Placida sp. 1 NY-2013","species","1281821","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",214
"DUP_1453;size=5251",1,1,1.04e-38,1,1,"Acartia hudsonica","species","198241","Acartia hudsonica","species","198241","Maxillopoda","Calanoida","Acartiidae","Maxillopoda","Calanoida","Acartiidae",5251
"DUP_14530;size=179",2,1,4.98e-17,2,1,"Ophiolepis cincta","species","1365869","Ophiolepis cincta","species","1365869","Ophiuroidea","Ophiurida","Ophiolepididae","Ophiuroidea","Ophiurida","Ophiolepididae",179
"DUP_14560;size=186",9,3,1.72e-36,9,3,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",186
"DUP_1459;size=7498",101,72,3.6e-48,101,72,"Euacanthomorphacea","below-infraclass","123369","Euacanthomorphacea","below-infraclass","123369","Actinopteri",NA,NA,"Actinopteri",NA,NA,7498
"DUP_14607;size=303",1,1,3.69e-48,1,1,"Maculaura alaskensis","species","187798","Maculaura alaskensis","species","187798","Anopla","Heteronemertea","Lineidae","Anopla","Heteronemertea","Lineidae",303
"DUP_14676;size=176",10,4,3.65e-48,10,4,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",176
"DUP_14678;size=158",18,2,3.73e-33,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",158
"DUP_14704;size=159",32,22,1.36e-32,6,5,"Mollusca","phylum","6447","Lottia","genus","72691",NA,"Mytiloida",NA,"Gastropoda",NA,"Lottiidae",159
"DUP_14739;size=338",1,1,1.78e-21,1,1,"Stomatella impertusa B STW-2009","species","709539","Stomatella impertusa B STW-2009","species","709539","Gastropoda",NA,"Stomatellidae","Gastropoda",NA,"Stomatellidae",338
"DUP_14754;size=160",119,52,6.45e-16,119,52,"Mytilinae","subfamily","301959","Mytilinae","subfamily","301959","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",160
"DUP_14781;size=261",2,1,6.46e-31,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",261
"DUP_14784;size=254",3,1,8.47e-20,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",254
"DUP_14891;size=274",101,67,1.03e-43,2,2,"Echinoidea","class","7625","Spatangoida","order","41317","Echinoidea",NA,NA,"Echinoidea","Spatangoida",NA,274
"DUP_149;size=68015",2,1,1.32e-52,1,1,"Chlamys hastata","species","50342","Chlamys hastata","species","50342","Bivalvia","Pectinoida","Pectinidae","Bivalvia","Pectinoida","Pectinidae",68015
"DUP_14914;size=169",15,6,7.9e-45,15,6,"Daphniidae","family","77658","Daphniidae","family","77658","Branchiopoda","Diplostraca","Daphniidae","Branchiopoda","Diplostraca","Daphniidae",169
"DUP_14920;size=195",17,13,4.85e-27,3,3,"Tellinoidea","superfamily","98297","Tellinidae","family","52798","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",195
"DUP_15;size=1328072",1,1,4.74e-52,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",1328072
"DUP_15007;size=181",104,56,1.33e-47,15,13,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,181
"DUP_15067;size=152",3,1,1.05e-33,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",152
"DUP_15094;size=155",7,1,2.25e-35,7,1,"Mytilus trossulus","species","6551","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",155
"DUP_15118;size=312",1,1,1.72e-46,1,1,"Ruditapes philippinarum","species","129788","Ruditapes philippinarum","species","129788","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",312
"DUP_15151;size=168",3,2,2.26e-25,3,2,"Solen","genus","165598","Solen","genus","165598","Bivalvia","Veneroida","Solenidae","Bivalvia","Veneroida","Solenidae",168
"DUP_15157;size=193",107,11,2.22e-45,107,11,"Bovidae","family","9895","Bovidae","family","9895","Mammalia",NA,"Bovidae","Mammalia",NA,"Bovidae",193
"DUP_1516;size=4533",2,2,3.73e-33,2,2,"Tellinidae","family","52798","Tellinidae","family","52798","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",4533
"DUP_15174;size=173",4,1,1.7e-51,1,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",173
"DUP_15306;size=148",1,1,1.03e-48,1,1,"Aspidodiadema jacobi","species","337413","Aspidodiadema jacobi","species","337413","Echinoidea","Echinothuroida","Aspidodiadematidae","Echinoidea","Echinothuroida","Aspidodiadematidae",148
"DUP_1532;size=3783",100,9,1.36e-32,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",3783
"DUP_15340;size=163",2,1,1.7e-46,2,1,"Protothaca jedoensis","species","224094","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",163
"DUP_15348;size=150",13,10,6.18e-46,8,6,"Lottioidea","superfamily","216260","Lottia","genus","72691","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",150
"DUP_15362;size=153",100,9,1.36e-32,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",153
"DUP_15373;size=147",7,4,2.92e-34,6,3,"Stichopodidae","family","7687","Stichopodidae","family","7687","Holothuroidea","Aspidochirotida","Stichopodidae","Holothuroidea","Aspidochirotida","Stichopodidae",147
"DUP_15375;size=160",2,2,1.75e-26,1,1,"Tellinidae","family","52798","Pinguitellina sp. Mo77439","species","1230584","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",160
"DUP_1540;size=7105",24,22,3.74e-38,2,2,"Euechinoidea","subclass","7638","Spatangoida","order","41317","Echinoidea",NA,NA,"Echinoidea","Spatangoida",NA,7105
"DUP_1541;size=3520",103,63,2.25e-35,1,1,"Bilateria","below-kingdom","33213","Hemicentrotus pulcherrimus","species","7650",NA,NA,NA,"Echinoidea","Echinoida","Strongylocentrotidae",3520
